FrameNumber,PersonDetected,Confidence,DwellTime,Status
2,1,0.0,1.27,PRESENT - SAFE
3,1,0.0,2.51,PRESENT - SAFE
4,1,0.0,3.74,PRESENT - SAFE
5,1,0.0,4.96,PRESENT - SAFE
6,1,0.0,6.18,PRESENT - SAFE
7,1,0.0,7.39,PRESENT - SAFE
8,1,0.0,8.59,PRESENT - SAFE
9,1,0.0,9.82,PRESENT - SAFE
10,1,0.0,11.04,LOITERING - NOT SAFE
11,1,0.0,12.27,LOITERING - NOT SAFE
12,1,0.0,13.49,LOITERING - NOT SAFE
13,1,0.0,14.72,LOITERING - NOT SAFE
14,1,0.0,15.95,LOITERING - NOT SAFE
15,1,0.0,17.16,LOITERING - NOT SAFE
16,1,0.0,18.37,LOITERING - NOT SAFE
17,1,0.0,19.56,LOITERING - NOT SAFE
18,1,0.0,20.73,LOITERING - NOT SAFE
19,0,0.0,0.0,NO PERSON
1,1,0.0,0.0,PRESENT - SAFE
2,1,0.0,1.25,PRESENT - SAFE
3,1,0.0,2.47,PRESENT - SAFE
4,1,0.0,3.67,PRESENT - SAFE
5,1,0.0,4.88,PRESENT - SAFE
6,1,0.0,6.08,PRESENT - SAFE
7,1,0.0,7.3,PRESENT - SAFE
8,1,0.0,8.53,PRESENT - SAFE
9,1,0.0,9.72,PRESENT - SAFE
10,1,0.0,10.93,LOITERING - NOT SAFE
11,1,0.0,12.16,LOITERING - NOT SAFE
12,1,0.0,13.37,LOITERING - NOT SAFE
13,1,0.0,14.59,LOITERING - NOT SAFE
14,1,0.0,15.79,LOITERING - NOT SAFE
15,1,0.0,17.02,LOITERING - NOT SAFE
16,1,0.0,18.19,LOITERING - NOT SAFE
17,0,0.0,0.0,NO PERSON
18,0,0.0,0.0,NO PERSON
19,0,0.0,0.0,NO PERSON
20,0,0.0,0.0,NO PERSON
21,0,0.0,0.0,NO PERSON
22,0,0.0,0.0,NO PERSON
23,0,0.0,0.0,NO PERSON
24,0,0.0,0.0,NO PERSON
25,0,0.0,0.0,NO PERSON
26,0,0.0,0.0,NO PERSON
27,1,0.0,0.0,PRESENT - SAFE
28,0,0.0,0.0,NO PERSON
29,0,0.0,0.0,NO PERSON
30,0,0.0,0.0,NO PERSON
31,0,0.0,0.0,NO PERSON
32,1,0.0,0.0,PRESENT - SAFE
33,1,0.0,1.15,PRESENT - SAFE
34,0,0.0,0.0,NO PERSON
35,0,0.0,0.0,NO PERSON
36,1,0.0,0.0,PRESENT - SAFE
37,1,0.0,1.2,PRESENT - SAFE
38,1,0.0,2.4,PRESENT - SAFE
39,1,0.0,3.58,PRESENT - SAFE
40,1,0.0,4.75,PRESENT - SAFE
41,0,0.0,0.0,NO PERSON
42,1,0.0,0.0,PRESENT - SAFE
43,0,0.0,0.0,NO PERSON
44,0,0.0,0.0,NO PERSON
45,0,0.0,0.0,NO PERSON
46,0,0.0,0.0,NO PERSON
47,0,0.0,0.0,NO PERSON
48,0,0.0,0.0,NO PERSON
49,0,0.0,0.0,NO PERSON
50,0,0.0,0.0,NO PERSON
51,1,0.0,0.0,PRESENT - SAFE
52,1,0.0,1.2,PRESENT - SAFE
53,1,0.0,2.39,PRESENT - SAFE
54,1,0.0,3.52,PRESENT - SAFE
55,1,0.0,4.71,PRESENT - SAFE
56,1,0.0,5.84,PRESENT - SAFE
57,1,0.0,7.02,PRESENT - SAFE
58,1,0.0,8.17,PRESENT - SAFE
59,1,0.0,9.35,PRESENT - SAFE
60,1,0.0,10.51,LOITERING - NOT SAFE
61,1,0.0,11.69,LOITERING - NOT SAFE
62,1,0.0,12.85,LOITERING - NOT SAFE
63,1,0.0,14.01,LOITERING - NOT SAFE
64,0,0.0,0.0,NO PERSON
65,0,0.0,0.0,NO PERSON
66,1,0.0,0.0,PRESENT - SAFE
67,1,0.0,1.19,PRESENT - SAFE
68,1,0.0,2.37,PRESENT - SAFE
69,1,0.0,3.53,PRESENT - SAFE
70,0,0.0,0.0,NO PERSON
71,0,0.0,0.0,NO PERSON
72,0,0.0,0.0,NO PERSON
73,0,0.0,0.0,NO PERSON
74,0,0.0,0.0,NO PERSON
75,0,0.0,0.0,NO PERSON
76,0,0.0,0.0,NO PERSON
77,0,0.0,0.0,NO PERSON
78,0,0.0,0.0,NO PERSON
79,0,0.0,0.0,NO PERSON
80,0,0.0,0.0,NO PERSON
81,0,0.0,0.0,NO PERSON
82,0,0.0,0.0,NO PERSON
83,0,0.0,0.0,NO PERSON
84,0,0.0,0.0,NO PERSON
85,1,0.0,0.0,PRESENT - SAFE
86,0,0.0,0.0,NO PERSON
87,0,0.0,0.0,NO PERSON
88,0,0.0,0.0,NO PERSON
89,0,0.0,0.0,NO PERSON
90,0,0.0,0.0,NO PERSON
91,0,0.0,0.0,NO PERSON
92,0,0.0,0.0,NO PERSON
93,0,0.0,0.0,NO PERSON
94,0,0.0,0.0,NO PERSON
95,0,0.0,0.0,NO PERSON
96,0,0.0,0.0,NO PERSON
97,0,0.0,0.0,NO PERSON
98,0,0.0,0.0,NO PERSON
99,0,0.0,0.0,NO PERSON
100,0,0.0,0.0,NO PERSON
101,0,0.0,0.0,NO PERSON
102,0,0.0,0.0,NO PERSON
103,1,0.0,0.0,PRESENT - SAFE
104,1,0.0,1.2,PRESENT - SAFE
105,1,0.0,2.37,PRESENT - SAFE
106,1,0.0,3.59,PRESENT - SAFE
107,1,0.0,4.79,PRESENT - SAFE
108,1,0.0,5.98,PRESENT - SAFE
109,1,0.0,7.17,PRESENT - SAFE
110,1,0.0,8.36,PRESENT - SAFE
111,1,0.0,9.56,PRESENT - SAFE
112,1,0.0,10.76,LOITERING - NOT SAFE
113,1,0.0,11.96,LOITERING - NOT SAFE
114,1,0.0,13.15,LOITERING - NOT SAFE
115,1,0.0,14.32,LOITERING - NOT SAFE
116,1,0.0,15.5,LOITERING - NOT SAFE
117,1,0.0,16.68,LOITERING - NOT SAFE
118,1,0.0,17.84,LOITERING - NOT SAFE
119,1,0.0,19.02,LOITERING - NOT SAFE
120,1,0.0,20.2,LOITERING - NOT SAFE
121,1,0.0,21.38,LOITERING - NOT SAFE
122,1,0.0,22.59,LOITERING - NOT SAFE
123,1,0.0,23.81,LOITERING - NOT SAFE
124,1,0.0,25.01,LOITERING - NOT SAFE
125,1,0.0,26.23,LOITERING - NOT SAFE
126,1,0.0,27.43,LOITERING - NOT SAFE
127,1,0.0,28.59,LOITERING - NOT SAFE
128,1,0.0,29.76,LOITERING - NOT SAFE
129,1,0.0,30.97,LOITERING - NOT SAFE
130,1,0.0,32.16,LOITERING - NOT SAFE
